place_id,place_name,rating,total_number_of_ratings,price_level,address,city,zip_code
ChIJMR4gVczND4gRuurOLOAqYfg,ay ay picante : peruvian seafood restaurant,4.3,368,2,4569 n elston ave,chicago,60630-4214
ChIJy1w-FtosDogRKGBXuEUhF1g,sweetgreen,4.4,168,1,1000 w randolph st,chicago,60607
ChIJuZYRJ8DSD4gRdJuh5-8ngjg,lottie's pub,4.4,687,2,1925 w cortland st,chicago,60622-1038
ChIJZz5jkKktDogRQeSMqQ6QH4w,fran's beef,4.6,63,1,2021 s blue island ave,chicago,60608-2950
ChIJw_oVr4rRD4gRbulwmWXgt10,china kitchen,3.8,42,1,1931 w foster ave,chicago,60640
ChIJqe6FYjMxDogRoGm9jPJPl4k,three sons restaurant,4.5,511,1,6200 s archer ave,chicago,60638-2610
ChIJnUaZB9TTD4gROAfpZdmSe60,soul crab,3.6,139,nan,1904 n western ave,chicago,60647
ChIJe1J34mswDogRF2fh-2t7tzo,white castle,3.7,565,1,7912 s pulaski rd,chicago,60652
ChIJ0TXxlQPSD4gRf2WWPKa-Azs,groundswell coffee roasters,4.5,116,1,5008 n lincoln ave,chicago,60625
ChIJw0cVUdHSD4gRZADPW6blGZY,frontier,4.4,731,2,1072 n milwaukee ave,chicago,60642-4008
ChIJGxK-0agtDogRLlXtAIrRv3I,manjares restaurant,4.3,488,2,2230 s ashland ave,chicago,60608
ChIJr1YcKwHJD4gRBv50YlI4Yz4,lotus garden,3.8,14,nan,7254 w touhy ave,chicago,60631
ChIJJQQzGSvSD4gR1cgLInIH5yQ,le's pho,4,253,1,4925 n broadway,chicago,60640
ChIJi4LnEbfND4gRKaCUdngM8AE,shokran,4.5,303,2,4027 w irving park rd,chicago,60641
ChIJAbN-ArIsDogRqx7ytXesgCc,rockit bar & grill,4,662,2,22 w hubbard st,chicago,60654-4606
ChIJm8Yhi63TD4gRwbyjIB4HrSY,cozy noodles n' rice,4.5,558,1,3456 n sheffield ave,chicago,60657-1614
ChIJpdW-ZMI2DogRRaJJ0vbA1V8,taco bell,3.7,333,1,6944 s archer ave,chicago,60638
ChIJkX7tdbcsDogRQTIKcLB1zSI,nuveen,4,3,nan,333 w wacker dr,chicago,60606-2213
ChIJYYqxZLosDogR7gK7KPdEe1s,new orleans kitchen,4,175,nan,100 w randolph st c-15,chicago,60601-3219
ChIJ8XY-_q7SD4gRPhPxSpfZ8b4,kitchen and online hq for kitchfix,4.9,34,nan,1731 w grand ave,chicago,60622-6050
ChIJ67wqZ6rSD4gRvzHdAHx0GKU,café marie-jeanne,4.5,547,2,1001 n california ave,chicago,60622
ChIJjTP5T6ssDogRy1Amgz169Qo,corner bakery cafe,4.2,1043,2,676 n st clair st,chicago,60611
ChIJKZXy7qjND4gRtjQr2AVcREk,kindred chicago central hospital,4.2,145,nan,4058 w melrose st,chicago,60641
ChIJw1-fSqfJD4gRYHM1gS9lMCY,nonno pino's,4.6,260,2,6718 n northwest hwy,chicago,60631
ChIJG2HDPTzSD4gRY7ilnUV-GfE,margie's candies,4.6,792,1,1813 w montrose ave,chicago,60613-1043
ChIJ6Tc_KbExDogRjEKWCVCX3ps,zacatacos,4,1080,2,5925 s pulaski rd,chicago,60629-4515
ChIJDT8iySLOD4gRNOgUVaefzis,new taza bakery inc,4.3,302,1,3100 w devon ave,chicago,60659
ChIJ75qBNLPTD4gRUkVuyBldeBw,bernie's tap & grill (across from wrigley field),4.4,289,nan,3664 n clark st,chicago,60613
ChIJRQvV4bMxDogR8pIlCLVaJSQ,mariscos la palma,4.5,514,2,6038 s pulaski rd,chicago,60629
ChIJb8hNsw3TD4gR0QhIJbra9BY,kabuki japanese restaurant,4.3,111,2,2473 n clark st,chicago,60614-2706
ChIJg5a1l9AsDogRxwZw028T0kI,roister restaurant,4.5,897,3,951 w fulton market,chicago,60607-1324
ChIJuTFvEtvND4gR87o4mY1X-s4,taqueria san juanito,4.4,571,1,4714 n kedzie ave,chicago,60625
ChIJq5wKXXnND4gRPjLPuGUGJzY,cellar door provisions,4.7,243,2,3025 w diversey ave,chicago,60647
ChIJscPd1Fy2D4gRa0X-5fXRCvI,american airlines,3,90,nan,9525 w bryn mawr ave,rosemont,60018-5269
ChIJ9RJTKaYsDogRr12ehpa_2KU,market thyme,3.9,43,nan,200 e randolph st ll15,chicago,60601-6436
ChIJl8W__OctDogR6aQfmxuGM3Q,the darling,4.5,198,nan,905 w randolph st,chicago,60607
ChIJG3SRVArMD4gRpCoxMBRie0k,pete's pizza #2,4.2,238,2,5847 w montrose ave,chicago,60634-1749
ChIJPR-VuTYxDogRYqq5cHgVknw,flamingo cafe,4,5,nan,6071 s archer ave,chicago,60638-2723
ChIJV_7DGTjLD4gR1LjfpgYFDkU,nick jr's grill,4.6,109,nan,6856 w north ave,chicago,60707-4420
ChIJscE8yNAsDogR5bdhEY-wBwA,swift & sons,4.6,753,4,1000 w fulton market,chicago,60607-1212
ChIJWaFfwZ0tDogRhIJnI2RQI0U,roti modern mediterranean,4.6,81,1,1012 w randolph st,chicago,60607
ChIJ0fvJGqssDogR3mnbePi4NbI,epic burger,4.3,555,nan,227 e ontario st,chicago,60611
ChIJ0QK7SW3RD4gR1XWCLTjfW08,gadabout,4.9,24,nan,5212 n clark st,chicago,60640
ChIJi2nLFNAsDogRNE9e36pfREA,kuma's corner west loop,4.5,1268,2,852 w fulton market,chicago,60607
ChIJozJmzyDMD4gR64gnNo5usMk,mother cluckers kitchen chicago,4.7,714,1,5200 n elston ave,chicago,60630
ChIJ3aVOQKQsDogR7C6gmWwrVtY,shake shack,4.3,3246,2,12 s michigan ave,chicago,60603
ChIJsaihlC3MD4gRz8GrmTgpu8U,sano's pizzeria,4.4,63,1,4469 w lawrence ave,chicago,60630-2514
ChIJKRH5t9rSD4gRCcziAsL8HuI,mott st,4.5,588,2,1401 n ashland ave,chicago,60622
ChIJ0xSA2PirD4gRD5NnlxukoSI,taj mahal indian restaurant,3.9,260,nan,802 w army trail rd,carol stream,60188
ChIJK4FOOKstDogR3l3YVO_M-FM,dunkin',3.3,261,1,1316 w cermak rd,chicago,60608
ChIJM_1zjXe2D4gRDAmIxvGytuw,chili's grill & bar,3.2,913,2,chicago,60666
ChIJP0YWfrcsDogRTh0brtotBEI,habanero baja grill,4.6,17,nan,178 n franklin st,chicago,60606-1822
ChIJf_YDL8fSD4gRtIKPRCd_Nvc,cooking fools,4.1,20,1,1916 w north ave,chicago,60622
ChIJxc0GZxMtDogRPbscKIiHCcw,the dalcy,4.7,15,nan,302 n green st,chicago,60607
ChIJ9T_qZQXTD4gRQxNkucYLObk,noodles in the pot,4.4,229,1,2453 n halsted st,chicago,60614
ChIJ85MGSbzRD4gRJ5ggx3eKYEc,assyrian american association-chicago,4.3,9,nan,1618 w devon ave,chicago,60660-1214
ChIJ3bn7fYjRD4gRPsE-ZmwLCEc,reza's restaurant,4.1,1226,2,5255 n clark st,chicago,60640
ChIJG00IZQXLD4gRGPB71TCQC60,sorrento's,4.8,62,nan,2743 harlem ave,chicago,60707-1636
ChIJ24T5DWU0DogRFEgyHIEyokI,la pulqueria (pilsen),3.8,201,nan,2501 s western ave,chicago,60608
ChIJff1RZia0D4gRpybdLfYxHLI,delta sky club,4.2,456,1,10000 bessie coleman dr,chicago,60666
ChIJ7YvexnAxDogRHNCUc63MURQ,gelatinas cris,4.1,142,1,4725 s cicero ave,chicago,60632-4807
ChIJ46Gmw0_TD4gRu8bdsy0jK1A,coconutz,4,104,2,13 w division st,chicago,60610
ChIJD2bn-sAsDogRXOWifxnrhsY,greyhound: bus station,3,92,nan,225 s canal st,chicago,60606
ChIJmRXesZ8xDogRVESoQvZ0IRk,red barrel,4.3,358,2,5216 s archer ave,chicago,60632
ChIJC2bfEHExDogROhMJO-4O7VQ,mayahuel restaurant & pulqueria,3.9,194,2,4820 s cicero ave,chicago,60638-2115
ChIJn8Dc_HAtDogRTZPnqJf83r0,just salad,2.5,6,nan,222 w merchandise mart plaza suite 207,chicago,60654
ChIJKXutPia0D4gR9i4W1fUBWQI,chili's too,3.2,193,nan,chicago,60666
ChIJlSBqtmIlDogRsuiJwJZ-gFs,jamison's soul food,3.5,303,2,1800 w 87th st,chicago,60620
ChIJt59i7hXOD4gRqs2v9c5wyXo,little quiapo restaurant,3.8,276,1,6259 mccormick blvd,chicago,60659-1312
ChIJOdNZ7dsxDogRE6Cj90imxGs,core juice bar,4.9,90,nan,5558 s kedzie ave,chicago,60629-2404
ChIJg66fHCe0D4gR44TuxP8UWCY,united club,3.7,428,nan,10000 west o'hare ave,chicago,60666
ChIJq6dotyfMD4gR5EgmUy_EPec,el pueblito mexican grill,4.3,303,1,5152 n cicero ave,chicago,60630
ChIJA4BSDU7SD4gRNxKTxbp7k-g,the butcher’s tap,4.3,433,2,3553 n southport ave,chicago,60657
ChIJJSiZHjvTD4gRRlVC7mla7Bk,arclight cinemas,4.3,1205,nan,1500 n clybourn ave c301,chicago,60610
ChIJIVSzXFUtDogR3o1e-VabLIM,feed,4.3,347,1,2803 w chicago ave,chicago,60622-4408
ChIJ34L_kuosDogRODW49JEHGaY,holiday inn & suites chicago-downtown,3.8,1009,nan,506 w harrison st,chicago,60607
ChIJr_7aUsHND4gRcWAO9wt_arg,ruby's fast food,4.7,299,1,3740 w montrose ave,chicago,60618-1055
ChIJXRa5wrDLD4gR5eA9nZ7Bm-g,falafel dream,4.2,241,1,3950 n harlem ave,chicago,60634
ChIJiQRRTUi1D4gRTNco91Np2xc,firehouse subs stone park,4.5,307,1,3124 w north ave,stone park,60165
ChIJiaODD5EtDogRMD2u1Sn_YVY,ramen-san,4.5,297,2,219 n green st,chicago,60607
ChIJEbp7HlkvDogR3zMuEdH3hHQ,studio movie grill,4,3116,nan,210 w 87th st,chicago,60620
ChIJocgPPdAsDogRw7G2LZnxz-I,beatrix,4.6,1037,2,834 w fulton market,chicago,60607
ChIJr7tVsU7SD4gRy0XP2JcD17s,mercury theater chicago,4.7,322,nan,3745 n southport ave,chicago,60613-3718
ChIJUdGNdWgtDogRwtL_qZSyqTE,jiao restaurant,4.1,36,nan,18 s wabash ave,chicago,60603
ChIJeeHLHN3ND4gRCmZiXB9NpBc,taqueria y cafeteria siglo xx,4.3,43,nan,3626 w lawrence ave,chicago,60625
ChIJg1wI--XMD4gRXWk-1MSDs5o,rolando tacos,4.5,97,nan,2322 n cicero ave,chicago,60639
ChIJE6-Ei_ZKDogRjW3LSGLCQ5s,m.a.m insurance & financial services llc,1,1,nan,10307 w roosevelt rd,westchester,60154-2520
ChIJAzDRHrDTD4gRYkqp90VFk-g,little jim's tavern,4.2,164,1,3501 n halsted st,chicago,60657-1832
ChIJKRgL-2LND4gREIkwgomHgnk,the radler,4.4,591,2,2375 n milwaukee ave,chicago,60647
ChIJubaaFI8tEYgRE1ZrjnXYhrw,wings flying club,nan,nan,nan,south bend,46617
ChIJ24T5DWU0DogRFEgyHIEyokI,la pulqueria (pilsen),3.8,201,nan,2501 s western ave,chicago,60608
ChIJufxarFksDogRmZafmauuI5E,del toro,4.5,549,2,2133 s halsted st,chicago,60608
ChIJXbfLFF0zDogR07X7OUnpcfw,ozzy's corner shop,nan,nan,nan,5337 w 24th st,cicero,60804
ChIJG8Y1h5AtDogRFgYS87hogZc,el cantante,4.1,21,1,2501 s western ave,chicago,60608-4807
ChIJxbggpz8tDogRP4lg6XiOpQg,woodwind,5,6,nan,259 e erie st 18th floor,chicago,60611
ChIJKafaHdAsDogRLfmNPT6NdR8,ramen takeya,4.5,725,2,819 w fulton market,chicago,60607
ChIJR07tq5gtDogR5uqv-DJHCSM,martin's corner,4.4,145,1,2058 w 22nd pl,chicago,60608
ChIJKRgL-2LND4gREIkwgomHgnk,the radler,4.4,591,2,2375 n milwaukee ave,chicago,60647
ChIJzb1ji6rTD4gRDoO5dFfkk6A,ella’s bbq,4.4,7,nan,723 w armitage ave,chicago,60614-4409
ChIJIWElF5ssDogRnT3UvgoYRv8,the pride of chicago - bp,2.4,54,nan,1221 s wabash ave,chicago,60605
ChIJf0tYgJfND4gRpZr00lVb1qI,mirabella italian cuisine & bar,4.4,228,2,3454 w addison st,chicago,60618-4229
ChIJt7VOMGvTD4gR0lnjO9RCBhk,saimai thai restaurant,4.3,134,1,338 w armitage ave,chicago,60614
ChIJXTWLI0wyDogRIVcdqyfttJ8,mcdonald's,3.6,741,1,4334 w 26th st,chicago,60623
ChIJf6JfKLbSD4gRK2J23lfqVNk,the fifty/50,4.1,552,2,2047 w division st,chicago,60622-3157
ChIJQ9e62R7TD4gRzqXmA0RMhqs,the budlong hot chicken,4.6,356,2,1008 w armitage ave,chicago,60614
ChIJCVfQNtoUsocRpn_2fBLP5Jg,moore,nan,nan,nan,moore
ChIJzSg2BmfSD4gRq4VUXTpev3o,hot woks cool sushi,4.3,166,2,2032 w roscoe st,chicago,60618-6226
ChIJMbuzb0vSD4gR9V5RRimiri4,uncommon ground,4.2,333,2,3800 n clark st,chicago,60613-2812
ChIJxWKy0frND4gRgHSKpw3zh2M,huaraches dona chio,4.3,111,nan,3119 w lawrence ave,chicago,60625-4213
ChIJbRQWs6jTD4gRXpH-KemnQ6E,krung thep thai cuisine,4.6,205,nan,3205 n halsted st,chicago,60657
ChIJ3TXIYt3ND4gREQAJo3YlnNY,cardona's restaurant,4.2,354,1,3537 w lawrence ave,chicago,60625-5627
ChIJLWDI9xzND4gRZii9wmVYPx0,el taconazo jr.,4,614,1,4256 w fullerton ave,chicago,60639
ChIJT_CyTeEsDogRciE_sfwxlBE,carm's beef and italian ice,4.5,169,1,1057 w polk st,chicago,60607-3416
ChIJ3XHKLa0xDogR_lvk96oYSA8,mejora tu estilo de vida herbalife,nan,nan,nan,4237 w 63rd st,chicago,60629
ChIJn8OuN6nTD4gRJAjA1DXQ740,philly's best,4.2,404,1,907 w belmont ave,chicago,60657
ChIJc_wrbOIsDogRtm1Sz03Ok5A,edible arrangements,4.3,31,nan,1212 w taylor st,chicago,60607
ChIJcxdRxK3TD4gRyKOSqwtHwyk,irie jerk bar and grill,4.4,413,2,3404 n clark st,chicago,60657
ChIJ9X4kwHrND4gRkpu9BrUQS6I,la boulangerie,4.7,186,nan,3129 w logan blvd,chicago,60647-1634
ChIJ3YEGma0sDogRkq1rGH3cdeM,the berkshire room,4.5,158,3,15 e ohio st,chicago,60611-2707
ChIJ8W5nYdosDogROYNCTfB_KGg,bonci pizzeria,4.7,740,2,161 n sangamon st,chicago,60607
ChIJb_6vGOwvDogRlIi2L3rJexE,nicky's restaurant & pancake house,4.1,261,1,7829 s western ave,chicago,60620-5823
ChIJV-27rAYwDogRNOedqg3i3mA,l & m starlight restaurant,4.3,675,1,8300 s kedzie ave,chicago,60652
ChIJ05Cbe-4vDogRyodfH4Q_ylE,the chicken shack,3.7,104,1,7920 s western ave,chicago,60620-5911
ChIJk6Jp6FTTD4gR_eE2mObBi5M,ann & robert h. lurie children's hospital of chicago,4.3,590,nan,225 e chicago ave,chicago,60611
ChIJQbJ81K0gDogRv68mv1gHSMY,pudgy's pizza & sandwiches,4.4,153,2,13460 s baltimore ave,chicago,60633
ChIJTxmY5eLLD4gRkIRSwx0kfY4,baskin-robbins,3.6,13,1,5205 n nagle ave,chicago,60630
ChIJCcHEZZHMD4gRG1FL7uv7_jE,la michoacana,4,154,nan,5420 w fullerton ave,chicago,60639
ChIJz2mSm1HSD4gRIdsoD7eBuRs,rise sushi,4.4,156,2,756 w webster ave,chicago,60614
ChIJ98pT6WspDogR1XKieWAFg5k,bbq supply co.,4.2,164,2,1301 e 53rd st,chicago,60615
ChIJ9XeqOP40DogRY49rxrQiRGU,tbd international,5,1,nan,7600 roosevelt rd,forest park,60130-2273
ChIJIXB1EbLSD4gRIQ9Zl81oidQ,bite cafe,4.5,466,2,1039 n western ave,chicago,60622-3571
ChIJizr7XKfTD4gRXkYENCZdD9A,cesar's killer margaritas - broadway,4.2,724,2,2924 n broadway,chicago,60657
ChIJKX1hP78sDogRilxrvJm5LGs,tri-star catering,5,6,nan,215 n clinton st,chicago,60661
ChIJ7UH3ApjND4gR9cYHrwTuaWM,olive garden italian restaurant,4.3,2278,2,3555 w addison st,chicago,60618
ChIJcx9E-IMvDogROk8nb4LTG3g,mcdonald's,3.3,738,1,8321 s ashland ave,chicago,60620
ChIJs9Wz0VInDogRY5ZgRhHcoxA,steve's lounge (catering by steve's),4.4,256,1,13200 s baltimore ave,chicago,60633-1473
ChIJy7fhaZQlDogREbuVMPoxrn4,seashell restaurant,4,71,nan,100 w 111th st,chicago,60628
ChIJAyWDx2tTBogRW7GNdv81-qE,high noon saloon,4.6,798,nan,701 e washington ave,madison,53703
ChIJ-eZEi3MpDogR3GAyQcwz-0g,capital one café,3.7,3,nan,1465 e 53rd st,chicago,60615
ChIJb-AryaoxDogRpZ28ePtY530,valentina restaurant,4,366,2,4506 w 63rd st,chicago,60629-5533
ChIJ_b3682IjDogRLYY-92npZCE,mariscos la sirena,4.2,691,2,13131 rivercrest dr,crestwood,60445
ChIJt9EunxzTD4gRBf7YjI8tNtI,oromo cafe bucktown,4.9,13,nan,1912 n western ave,chicago,60647
ChIJF9xHjbrTD4gRBiKK8wjrLg4,angelina ristorante,4.4,374,2,3561 n broadway,chicago,60657-1825
ChIJh4pA7znLD4gRqAFzVeXXGTg,6978 soul food,3.9,676,1,6978 w north ave,chicago,60707
ChIJPVZFBAjLD4gRy30Xo9Nst2U,olivia's taste,4.3,131,nan,7157 w belmont ave,chicago,60634
ChIJzTOmtQStD4gR83iXgq0IN0k,"k1 speed - indoor go karts, corporate event venue, team building activities",4.4,1126,nan,2381 w army trail rd,addison,60101
ChIJbWrO-rklDogRspcsrCoIF6k,harold's chicken shack,3.7,347,1,10259 s halsted st,chicago,60628-1899
ChIJ9fLFlrwsDogRw4DcMrNQDlY,zoup!,4.3,121,1,62 w adams st,chicago,60603
ChIJs_6wOrPTD4gRSxByy7qjT4Q,starbucks reserve,4.4,133,2,3649 n clark st,chicago,60613
ChIJATpz7IYsDogR2Dww4sBlEVo,acadia,4.5,358,4,1639 s wabash ave,chicago,60616
ChIJR-jFPh7TD4gRMtA_eY-Mv1E,oj breakfast lunch & brunch,5,2,nan,1924 w irving park rd,chicago,60613
ChIJ1RCeXRjSD4gRD2Q_HfBfWnc,shanghai inn restaurant,4.6,155,1,4723 n damen ave,chicago,60625-1511
ChIJcQEhqSutSk0RR82HJ5eHLSM,shirley's cafe,4.5,349,1,528 s williams st,mancelona,49659-9701
ChIJITomf3vTD4gR0GHDRIdY7AQ,starbucks,4,8,nan,n sheridan rd,chicago,60613
ChIJz9zkmQXTD4gR9vbe1XAZOvo,taco & burrito express,4.4,267,1,2540 n halsted st,chicago,60614-2348
ChIJrVF_VmwtDogRPH4S7kovM1o,taylor gourmet,4.7,7,nan,177 n morgan st,chicago,60607
ChIJN8BIZwXTD4gRMI2zfrtEzMM,paula's thai kitchen,4.3,95,1,2441 n halsted st,chicago,60614
ChIJDR23yhKZ4jARdqd5AHsct0A,khaosan road,nan,nan,nan,thanon khao san,khet phra nakhon,10200
ChIJ-2X6ggPSD4gR75YDVB96iSA,gateway to learning,4,5,nan,4925 n lincoln ave,chicago,60625
ChIJ58lpULcoDogRx5yJciS8cJk,aretha's dream restaurant & catering,3.9,65,nan,616 e 79th st,chicago,60619
ChIJD1logv4pDogRtw7H37ld5_I,jerk 48,4.1,434,2,548 e 67th st,chicago,60637
ChIJHWqVHSDND4gR7yo3ipFzhpQ,kim long chinese restaurant,4.1,145,2,5114 w fullerton ave,chicago,60639
ChIJp2R93axsGIcRPa2AtTB3YuI,los alamos,nan,nan,nan,los alamos,87544
ChIJc-o-QPTbJIgRtx6DI90IZxo,"conforta animale, llc",5,2,nan,37387 dodge park rd,sterling heights,48312-2142
ChIJE9nXn4nTD4gRfezJts8_U5U,traspasada restaurant,4.7,36,nan,3605 n ashland ave,chicago,60613
ChIJp6SAo9XTD4gRp-RjGRKgFJw,kie-gol-lanee,4.7,243,2,5004 n sheridan rd,chicago,60640
ChIJtzaQASXND4gRWiyykmXyxQE,braseritos restaurant,3.7,128,nan,4107 w north ave #5205,chicago,60639
ChIJo6igjwXTD4gRTRndFy07LOs,chengdu impression restaurant,4.4,380,2,2545 n halsted st,chicago,60614
ChIJo2UNtrXTD4gRV_AGcouPFMY,pr italian bistro,4.5,375,2,3908 n sheridan rd,chicago,60613-2926
ChIJId32HcMyDogRXj_nsCZU3NY,mr. b's old fashioned donuts,4.3,88,1,25 s pulaski rd #2815,chicago,60624
ChIJef3dzP_TD4gRJhVU8tO_mBw,the boil cajun seafood,5,7,nan,1805 w division st,chicago,60622
ChIJ4V6ikcjND4gRJFnKypcK3lA,northside grill,4.4,146,1,4351 n elston ave,chicago,60641
ChIJzSgAI93RD4gRHURk7LXBHyg,spinzer restaurant,4.2,305,1,2331 w devon ave,chicago,60659-2012
ChIJsalqiAbSD4gRpHA8AiAyy-A,kimberli sushi bar & restaurant,4.4,67,2,2547 w lawrence ave,chicago,60625
ChIJf4nJYMbMD4gRvoSIhiFVeyE,g & n the king of breakfast,4.3,424,1,5100 w north ave,chicago,60639
ChIJRWsDboIoDogRAazVC_SowpE,bj's market & bakery,3.7,604,2,8734 s stony island ave,chicago,60617-2708
ChIJFRkjn6jND4gRyjZIHuGi-GI,el tamarindo loco,4.6,32,nan,3240 n pulaski rd,chicago,60641-4730
ChIJSSIYtdM6DogRJYAf8AqiJ3o,popeyes louisiana kitchen,4.1,310,1,10331 s kedzie ave,chicago,60655
ChIJQXuM5BkuDogRwTKSqKXjRM0,el plan,4.1,17,nan,2532 w 51st st,chicago,60632
ChIJzRHj5Ca0D4gR332_sPqHzq4,wolfgang puck express,3.1,228,nan,arrivals - terminal 1 gate b2,chicago,60666
ChIJ4Tk11MLRD4gR_OOzJTBSSRs,hema's kitchen,3.9,211,2,2439 w devon ave,chicago,60659
ChIJpYw_CrolDogRFlh7Y5Pfw2I,nadia's gourmet grapes,4.9,18,nan,841 w 103rd st,chicago,60643-2357
ChIJjecVmX7ND4gRxk8xlh5YWfE,restaurant ecuador,4.4,331,1,2923 w diversey ave,chicago,60647
ChIJ4_ovZs8sDogRyw3X3QCiI-Y,oriole,4.9,273,4,661 w walnut st,chicago,60661
ChIJebqefCy0D4gRwlDh1knALSI,brioche dorée,2.2,13,1,chicago,60666
ChIJ3SXSgX3ND4gR4fD_C6KhXEU,mi tocaya antojería,4.5,469,2,2800 w logan blvd,chicago,60647
ChIJT5_wwO_ND4gRGBAfgUNZSdg,thai valley,4.3,129,1,4600 n kedzie ave,chicago,60625-4405
ChIJuWoM1qTTD4gRHzAbzSfIsWg,uncommon ground,4.4,573,2,1401 w devon ave,chicago,60660
ChIJw6FXY7AsDogR4il7fxEkO74,subway,3.4,68,1,29 w lake st,chicago,60601
ChIJb2Dng6zOD4gRcgle0FFqmok,tuxpan mexican grill,4.3,142,1,5540 n milwaukee ave #1227,chicago,60630
ChIJp6jXoQgxDogRR089q8ECRpU,harry caray's,3.5,46,3,5700 s cicero ave,chicago,60638
ChIJUU6Lg6zOD4gR3iJ3D4Pp7uc,rosati's pizza,3.8,55,2,5544 n milwaukee ave,chicago,60630-1227
ChIJo0uJobwsDogRbuJqpD7VWh0,the marq,4.3,714,2,60 w adams st,chicago,60603
ChIJG32zvLssDogROO1LZwCv414,mac kelly's greens n' things,3.7,18,1,123 w madison st,chicago,60602
ChIJJ4IlNcQvDogRYHX_-5Hr3wk,baba's famous steak and lemonade,3.8,104,nan,2414 w 71st st,chicago,60629-1420
ChIJDxr_VOXSD4gRNAQ5E2GqjTA,kinnaree thai kitchen,4.5,82,1,2415 n ashland ave,chicago,60614-2020
ChIJL-ZSfAe3D4gRQRlxa_S5yLs,subway,3.9,47,1,1585 lee st,des plaines,60018
ChIJzW0A58HMD4gR7tyhqN_YpJs,minna's restaurant,4.5,346,nan,5046 w armitage ave,chicago,60639
ChIJneZz_8YsDogRxVV6s0sGoBo,starbucks,4.3,122,2,40 n clinton st,chicago,60661
ChIJdRDdZ1YtDogRCBENE6Wwd28,black barrel tavern,4.9,25,nan,1061 w madison st,chicago,60607-2051
ChIJjdNdxrDTD4gRvI84ae1cPf4,salsita,4.5,166,1,3706 n halsted st,chicago,60613
ChIJUcfV0gwpDogR5LrQqcwIdjU,morry's deli,4.1,262,1,5500 s cornell ave,chicago,60637
ChIJ2y7xkU0rDogR5qOTZYZF-PM,margaritaville,3.3,468,2,700 e grand ave #118,chicago,60611
ChIJdZ2X6Z_TD4gR0sYT4UPyZ1c,brookdale lake shore drive,3.1,11,nan,2960 n lake shore dr,chicago,60657
ChIJW_GHgKvOD4gRt-TFC73R5W0,cafe marbella tapas,4.4,226,2,5527 n milwaukee ave,chicago,60630
ChIJsYTK50N0XUARs3i6QD-D_qc,time out chicago,3.2,11,nan,100 n lasalle st #700,chicago,60602
ChIJC7NrQfjRD4gRaLPynJ87WxA,san soo gab san,3.9,909,2,5247 n western ave,chicago,60625-2447
ChIJ2TDH1SrTD4gR76I8BCM9eq4,pie-eyed pizzeria,4.4,229,1,1111 w chicago ave,chicago,60642
ChIJtU4nVAXLD4gRCzA_IM8RYw0,4 yolks,4,278,1,2661 harlem ave,chicago,60707-1629
ChIJm4WbJrQsDogRB324hdS0fxQ,tba global events,nan,nan,nan,225 w illinois st suite 500,chicago,60654
ChIJY6fhYGgtDogRbddrvGYx31Y,johnna's cafe,4.3,50,nan,520 s western ave,chicago,60612
ChIJMQlvvmDND4gRzU9ZUpdSOVo,parson's chicken & fish,4.5,1352,2,2952 w armitage ave,chicago,60647
ChIJmbalhAXLD4gRTuJ6C5VOpx4,ristorante agostino,4.6,184,3,2817 harlem ave,chicago,60707-1638
ChIJq6om9QPTD4gRsv7_s9DjnLQ,old grounds social,4,148,2,950 w wrightwood ave,chicago,60614
ChIJ9wz9v68sDogRaFBaY1O8wk8,mccormick & schmick's seafood & steaks,4.2,854,3,1 e wacker dr,chicago,60601
ChIJoSM9dRfTD4gRVyYQyUSNRko,fritzy's lincoln park,4.4,106,1,723 w armitage ave,chicago,60614
ChIJAfHLRoXND4gR0ouYOCIo7pU,starbucks,4.5,20,nan,1941 n cicero ave,chicago,60639
ChIJDW0GpdXTD4gRuURgMT3_mMo,uptown pho,4.4,205,1,1010 w argyle st,chicago,60640
ChIJh3i0BqYsDogR6yp0y6TFlOQ,giordano's,4.4,8817,2,130 e randolph st,chicago,60601
ChIJGcq0BdLSD4gRkkxMBndp-E4,alegrias seafood chicago,4.2,1093,2,1024 n ashland ave,chicago,60622
ChIJ4R_7zJQtDogRZyK-H8teuPY,starbucks,4.5,10,nan,2006 w ogden ave,chicago,60612
ChIJESGqvqbTD4gR3rgf0uNishU,dryhop brewers,4.5,447,nan,3155 n broadway,chicago,60657
ChIJvR0eUu82DogRyZD0bGSnAZA,little caesars pizza,4.1,198,1,5601 s harlem ave,chicago,60638
ChIJbwCubnMzDogRE5Ssbl1QIpU,suger & spice grilled fish & chicken,nan,nan,nan,501 n kedzie ave unit a,chicago,60612
ChIJ54B6CWEoDogRofBtCIR_7l0,the banana leaf,4,184,2,1948 e 79th st,chicago,60649-4631
ChIJI_KM7nzTD4gROHQv5iw6oMg,harold's chicken,3.9,74,nan,1118 w wilson ave,chicago,60640
ChIJpdxbkSzSD4gRUBuNMXdNhXg,fiesta mexicana restaurant,4.2,365,1,4806 n broadway #3604,chicago,60640
ChIJr7DaYsnSD4gRZSxu2ZGQrfA,happy village,4.5,319,1,1059 n wolcott ave,chicago,60622
ChIJH_pcChHTD4gRSAGkVbIq6bM,chicago halal,4.3,190,1,2233 n lincoln ave,chicago,60614
ChIJWQlgye42DogRLeUIHVt20oQ,"banquets at the mayor's mansion, a european chalet, inc. company",4.3,96,nan,5445 s harlem ave,chicago,60638
